Match Time in Seconds,Gi/No Gi,Skill / Belt,Division,Submission,Team,Conference,Year
210,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RICHMOND 2014,2014
212,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RICHMOND 2014,2014
350,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RICHMOND 2014,2014
403,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RICHMOND 2014,2014
413,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RICHMOND 2014,2014
450,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RICHMOND 2014,2014
457,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RICHMOND 2014,2014
464,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RICHMOND 2014,2014
484,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RICHMOND 2014,2014
659,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RICHMOND 2014,2014
1490,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RICHMOND 2014,2014
1515,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RICHMOND 2014,2014
28,NO GI,INTERMEDIATE,WOMEN,ARMBAR,NA,RICHMOND 2014,2014
64,NO GI,INTERMEDIATE,WOMEN,ARMBAR,NA,RICHMOND 2014,2014
202,NO GI,INTERMEDIATE,WOMEN,ARMBAR,NA,RICHMOND 2014,2014
421,NO GI,INTERMEDIATE,WOMEN,ARMBAR,NA,RICHMOND 2014,2014
118,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,GREENSBORO 2015,2015
198,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,GREENSBORO 2015,2015
152,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,GREENSBORO 2015,2015
236,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,GREENSBORO 2015,2015
170,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,GREENSBORO 2015,2015
2109,NO GI,INTERMEDIATE,MEN 30+,ARMBAR,NA,GREENSBORO 2015,2015
855,NO GI,INTERMEDIATE,MEN 30+,ARMBAR,NA,GREENSBORO 2015,2015
184,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,GREENSBORO 2015,2015
276,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,GREENSBORO 2015,2015
276,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,GREENSBORO 2015,2015
670,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,GREENSBORO 2015,2015
375,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,GREENSBORO 2015,2015
234,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,ORLANDO 2011,2011
14,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,ORLANDO 2011,2011
378,NO GI,INTERMEDIATE,WOMEN,ARMBAR,NA,VIRGINIA BEACH 2015,2015
368,NO GI,INTERMEDIATE,WOMEN,ARMBAR,NA,VIRGINIA BEACH 2015,2015
525,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,VIRGINIA BEACH 2015,2015
794,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,VIRGINIA BEACH 2015,2015
526,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,VIRGINIA BEACH 2015,2015
101,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RICHMOND 2015,2015
212,NO GI,INTERMEDIATE,MEN 30+,ARMBAR,NA,RICHMOND 2015,2015
218,NO GI,INTERMEDIATE,WOMEN,ARMBAR,NA,RICHMOND 2015,2015
259,NO GI,INTERMEDIATE,WOMEN,ARMBAR,NA,RICHMOND 2015,2015
465,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RICHMOND 2015,2015
502,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RICHMOND 2015,2015
542,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RICHMOND 2015,2015
741,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RICHMOND 2015,2015
780,NO GI,INTERMEDIATE,MEN 30+,ARMBAR,NA,RICHMOND 2015,2015
878,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RICHMOND 2015,2015
1080,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RICHMOND 2015,2015
1418,NO GI,INTERMEDIATE,MEN 30+,ARMBAR,NA,RICHMOND 2015,2015
1473,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RICHMOND 2015,2015
1843,NO GI,INTERMEDIATE,WOMEN,ARMBAR,NA,RICHMOND 2015,2015
27,NO GI,INTERMEDIATE,MEN 30+,ARMBAR,NA,VIRGINIA BEACH 2016,2016
90,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,VIRGINIA BEACH 2016,2016
103,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,VIRGINIA BEACH 2016,2016
118,NO GI,INTERMEDIATE,MEN 30+,ARMBAR,NA,VIRGINIA BEACH 2016,2016
126,NO GI,INTERMEDIATE,WOMEN,ARMBAR,NA,VIRGINIA BEACH 2016,2016
149,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,VIRGINIA BEACH 2016,2016
149,NO GI,INTERMEDIATE,WOMEN,ARMBAR,NA,VIRGINIA BEACH 2016,2016
181,NO GI,INTERMEDIATE,WOMEN,ARMBAR,NA,VIRGINIA BEACH 2016,2016
200,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,VIRGINIA BEACH 2016,2016
253,NO GI,INTERMEDIATE,MEN 30+,ARMBAR,NA,VIRGINIA BEACH 2016,2016
356,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,VIRGINIA BEACH 2016,2016
442,NO GI,INTERMEDIATE,MEN 30+,ARMBAR,NA,VIRGINIA BEACH 2016,2016
470,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,VIRGINIA BEACH 2016,2016
471,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,VIRGINIA BEACH 2016,2016
471,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,VIRGINIA BEACH 2016,2016
474,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,VIRGINIA BEACH 2016,2016
479,NO GI,INTERMEDIATE,WOMEN,ARMBAR,NA,VIRGINIA BEACH 2016,2016
492,NO GI,INTERMEDIATE,MEN 30+,ARMBAR,NA,VIRGINIA BEACH 2016,2016
511,NO GI,INTERMEDIATE,MEN 30+,ARMBAR,NA,VIRGINIA BEACH 2016,2016
542,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,VIRGINIA BEACH 2016,2016
990,NO GI,INTERMEDIATE,MEN 30+,ARMBAR,NA,VIRGINIA BEACH 2016,2016
1286,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,VIRGINIA BEACH 2016,2016
1620,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RALEIGH 2016,2016
1409,NO GI,INTERMEDIATE,MEN 30+,ARMBAR,NA,RALEIGH 2016,2016
1067,NO GI,INTERMEDIATE,MEN 30+,ARMBAR,NA,RALEIGH 2016,2016
513,NO GI,INTERMEDIATE,WOMEN,ARMBAR,NA,RALEIGH 2016,2016
185,NO GI,INTERMEDIATE,MEN 30+,ARMBAR,NA,RALEIGH 2016,2016
103,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RALEIGH 2016,2016
46,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RALEIGH 2016,2016
45,NO GI,INTERMEDIATE,WOMEN,ARMBAR,NA,RICHMOND 2016,2016
141,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RICHMOND 2016,2016
175,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RICHMOND 2016,2016
245,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RICHMOND 2016,2016
275,NO GI,INTERMEDIATE,MEN 30+,ARMBAR,NA,RICHMOND 2016,2016
463,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RICHMOND 2016,2016
937,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RICHMOND 2016,2016
2365,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RICHMOND 2016,2016
3461,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RICHMOND 2016,2016
101,NO GI,INTERMEDIATE,JUVENILE,ARMBAR,NA,CHARLOTTE 2017,2017
2161,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,CHARLOTTE 2017,2017
754,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,CHARLOTTE 2017,2017
550,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,CHARLOTTE 2017,2017
320,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,CHARLOTTE 2017,2017
308,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,CHARLOTTE 2017,2017
251,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,CHARLOTTE 2017,2017
181,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,CHARLOTTE 2017,2017
112,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,CHARLOTTE 2017,2017
76,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,CHARLOTTE 2017,2017
63,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,CHARLOTTE 2017,2017
46,NO GI,INTERMEDIATE,WOMEN,ARMBAR,NA,CHARLOTTE 2017,2017
174,NO GI,INTERMEDIATE,JUVENILE,ARMBAR,NA,RALEIGH 2017,2017
105,NO GI,INTERMEDIATE,JUVENILE,ARMBAR,NA,RALEIGH 2017,2017
86,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RALEIGH 2017,2017
203,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RALEIGH 2017,2017
260,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RALEIGH 2017,2017
48,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,VIRGINIA BEACH 2017,2017
298,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,VIRGINIA BEACH 2017,2017
840,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,VIRGINIA BEACH 2017,2017
131,NO GI,INTERMEDIATE,WOMEN,ARMBAR,NA,VIRGINIA BEACH 2017,2017
210,NO GI,INTERMEDIATE,WOMEN,ARMBAR,NA,VIRGINIA BEACH 2017,2017
756,NO GI,INTERMEDIATE,WOMEN,ARMBAR,NA,VIRGINIA BEACH 2017,2017
167,NO GI,INTERMEDIATE,MEN 30+,ARMBAR,NA,VIRGINIA BEACH 2017,2017
3995,NO GI,INTERMEDIATE,WOMEN,ARMBAR,NA,RICHMOND 2017,2017
1823,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RICHMOND 2017,2017
1271,NO GI,INTERMEDIATE,WOMEN,ARMBAR,NA,RICHMOND 2017,2017
1010,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RICHMOND 2017,2017
983,NO GI,INTERMEDIATE,MEN 30+,ARMBAR,NA,RICHMOND 2017,2017
950,NO GI,INTERMEDIATE,WOMEN,ARMBAR,NA,RICHMOND 2017,2017
516,NO GI,INTERMEDIATE,WOMEN,ARMBAR,NA,RICHMOND 2017,2017
346,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RICHMOND 2017,2017
219,NO GI,INTERMEDIATE,MEN 30+,ARMBAR,NA,RICHMOND 2017,2017
190,NO GI,INTERMEDIATE,MEN 30+,ARMBAR,NA,RICHMOND 2017,2017
125,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RICHMOND 2017,2017
83,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RICHMOND 2017,2017
74,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RICHMOND 2017,2017
49,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,COLUMBIA 2018,2018
233,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,COLUMBIA 2018,2018
233,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,COLUMBIA 2018,2018
513,NO GI,INTERMEDIATE,MEN 30+,ARMBAR,NA,COLUMBIA 2018,2018
331,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RALEIGH 2018,2018
105,NO GI,INTERMEDIATE,WOMEN,ARMBAR,NA,RALEIGH 2018,2018
300,NO GI,INTERMEDIATE,WOMEN,ARMBAR,NA,RALEIGH 2018,2018
301,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RALEIGH 2018,2018
338,NO GI,INTERMEDIATE,MEN 30+,ARMBAR,NA,RALEIGH 2018,2018
211,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RALEIGH 2018,2018
695,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RALEIGH 2018,2018
350,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RALEIGH 2018,2018
144,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RALEIGH 2018,2018
538,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RALEIGH 2018,2018
303,NO GI,INTERMEDIATE,WOMEN,ARMBAR,NA,VIRGINIA BEACH 2018,2018
180,NO GI,INTERMEDIATE,WOMEN,ARMBAR,NA,VIRGINIA BEACH 2018,2018
306,NO GI,INTERMEDIATE,WOMEN,ARMBAR,NA,VIRGINIA BEACH 2018,2018
590,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,VIRGINIA BEACH 2018,2018
169,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,VIRGINIA BEACH 2018,2018
480,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,VIRGINIA BEACH 2018,2018
1457,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,VIRGINIA BEACH 2018,2018
536,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,GREENSBORO 2018,2018
95,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,GREENSBORO 2018,2018
486,NO GI,INTERMEDIATE,WOMEN,ARMBAR,NA,GREENSBORO 2018,2018
552,NO GI,INTERMEDIATE,WOMEN,ARMBAR,NA,GREENSBORO 2018,2018
339,NO GI,INTERMEDIATE,MEN 30+,ARMBAR,NA,GREENSBORO 2018,2018
320,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,GREENSBORO 2018,2018
51,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,GREENSBORO 2018,2018
6,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,GREENSBORO 2018,2018
77,NO GI,INTERMEDIATE,JUVENILE,ARMBAR,NA,GREENSBORO 2018,2018
20,NO GI,INTERMEDIATE,JUVENILE,ARMBAR,NA,RICHMOND 2018,2018
265,NO GI,INTERMEDIATE,JUVENILE,ARMBAR,NA,RICHMOND 2018,2018
322,NO GI,INTERMEDIATE,JUVENILE,ARMBAR,NA,RICHMOND 2018,2018
375,NO GI,INTERMEDIATE,JUVENILE,ARMBAR,NA,RICHMOND 2018,2018
123,NO GI,INTERMEDIATE,JUVENILE,ARMBAR,NA,RICHMOND 2018,2018
514,NO GI,INTERMEDIATE,MEN 30+,ARMBAR,NA,RICHMOND 2018,2018
1421,NO GI,INTERMEDIATE,MEN 30+,ARMBAR,NA,RICHMOND 2018,2018
457,NO GI,INTERMEDIATE,WOMEN,ARMBAR,NA,RICHMOND 2018,2018
164,NO GI,INTERMEDIATE,WOMEN,ARMBAR,NA,RICHMOND 2018,2018
158,NO GI,INTERMEDIATE,WOMEN,ARMBAR,NA,RICHMOND 2018,2018
406,NO GI,INTERMEDIATE,WOMEN,ARMBAR,NA,RICHMOND 2018,2018
174,NO GI,INTERMEDIATE,WOMEN,ARMBAR,NA,RICHMOND 2018,2018
290,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RICHMOND 2018,2018
215,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RICHMOND 2018,2018
246,NO GI,INTERMEDIATE,MEN 30+,ARMBAR,NA,RICHMOND 2018,2018
36,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RICHMOND 2018,2018
4320,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RICHMOND 2018,2018
592,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RICHMOND 2018,2018
321,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RICHMOND 2018,2018
492,NO GI,INTERMEDIATE,MEN 30+,ARMBAR,NA,RICHMOND 2018,2018
582,NO GI,INTERMEDIATE,WOMEN,ARMBAR,NA,RICHMOND 2018,2018
364,NO GI,INTERMEDIATE,WOMEN,ARMBAR,NA,RICHMOND 2018,2018
228,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RICHMOND 2018,2018
648,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,RICHMOND 2018,2018
211,NO GI,INTERMEDIATE,JUVENILE,ARMBAR,NA,GREENSBORO 2019,2019
50,NO GI,INTERMEDIATE,MEN 30+,ARMBAR,NA,GREENSBORO 2019,2019
413,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,GREENSBORO 2019,2019
779,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,GREENSBORO 2019,2019
232,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,GREENSBORO 2019,2019
418,NO GI,INTERMEDIATE,MEN,ARMBAR,NA,GREENSBORO 2019,2019
249,NO GI,INTERMEDIATE,MEN 30+,ARMBAR,NA,GREENSBORO 2014,2014
1371,NO GI,INTERMEDIATE,MEN 30+,ARMBAR,NA,GREENSBORO 2014,2014
201,NO GI,INTERMEDIATE,JUVENILE,ARMBAR,NA,CHICAGO 2014,2014
158,NO GI,INTERMEDIATE,JUVENILE,ARMBAR,NA,GREENSBORO 2018,2018
78,NO GI ,INTERMEDIATE,WOMEN,ARMBAR,NA,RALEIGH 2017,2017
253,NO GI ,INTERMEDIATE,MEN,ARMBAR,NA,RALEIGH 2017,2017
317,NO GI ,INTERMEDIATE,WOMEN,ARMBAR,NA,RALEIGH 2017,2017
333,NO GI ,INTERMEDIATE,WOMEN,ARMBAR,NA,RALEIGH 2017,2017
685,NO GI ,INTERMEDIATE,MEN 30+,ARMBAR,NA,RALEIGH 2017,2017
697,NO GI ,INTERMEDIATE,WOMEN,ARMBAR,NA,RALEIGH 2017,2017
1255,NO GI ,INTERMEDIATE,MEN 30+,ARMBAR,NA,RALEIGH 2017,2017
1196,NO GI ,INTERMEDIATE,MEN,ARMBAR,NA,RICHMOND 2017,2017
107,NO GI,INTERMEDIATE,MEN 30+,ARMLOCK,NA,RICHMOND 2018,2018
192,GI ,INTERMEDIATE,JUVENILE,BOW AND ARROW CHOKE,NA,VIRGINIA BEACH 2018,2018
292,NO GI,INTERMEDIATE,MEN,BRABO CHOKE,RAM,SUB ONLY VI,2010
55,NO GI,INTERMEDIATE,MEN 30+,BRABO CHOKE,NA,RICHMOND 2014,2014
92,NO GI,INTERMEDIATE,MEN,BRABO CHOKE,NA,RICHMOND 2014,2014
102,NO GI,INTERMEDIATE,MEN,BRABO CHOKE,NA,RICHMOND 2014,2014
920,NO GI,INTERMEDIATE,MEN,BRABO CHOKE,NA,VIRGINIA BEACH 2015,2015
116,NO GI,INTERMEDIATE,MEN,BRABO CHOKE,NA,RICHMOND 2016,2016
679,NO GI,INTERMEDIATE,MEN,BRABO CHOKE,NA,CHARLOTTE 2017,2017
99,NO GI,INTERMEDIATE,WOMEN,BRABO CHOKE,NA,VIRGINIA BEACH 2017,2017
108,NO GI,INTERMEDIATE,MEN,BRABO CHOKE,NA,GREENSBORO 2014,2014
219,NO GI,INTERMEDIATE,MEN,BRABO CHOKE,NA,GREENSBORO 2014,2014
315,NO GI,INTERMEDIATE,WOMEN,BREAD CUTTER CHOKE,NA,GREENSBORO 2018,2018
1560,NO GI,INTERMEDIATE,MEN,BULLDOG CHOKE,NA,GREENSBORO 2018,2018
82,GI,INTERMEDIATE,JUVENILE,CHOKE (non-descrip),NA,RALEIGH 2017,2017
108,GI,INTERMEDIATE,JUVENILE,CHOKE (non-descrip),NA,RICHMOND 2017,2017
1374,NO GI,INTERMEDIATE,MEN,CHOKE (non-descrip),BJJ REVOLUTION,SUB ONLY VI,2010
742,NO GI,INTERMEDIATE,MEN 30+,CHOKE (non-descrip),NA,RICHMOND 2014,2014
2812,NO GI,INTERMEDIATE,MEN 30+,CHOKE (non-descrip),NA,RICHMOND 2014,2014
87,NO GI,INTERMEDIATE,MEN,CHOKE (non-descrip),NA,ORLANDO 2011,2011
213,NO GI,INTERMEDIATE,MEN,CHOKE (non-descrip),NA,VIRGINIA BEACH 2016,2016
878,NO GI,INTERMEDIATE,MEN 30+,CHOKE (non-descrip),NA,VIRGINIA BEACH 2017,2017
1165,NO GI,INTERMEDIATE,MEN,CHOKE (non-descrip),NA,RICHMOND 2017,2017
226,NO GI,INTERMEDIATE,MEN 30+,COLLAR CHOKE,NA,VIRGINIA BEACH 2016,2016
195,NO GI,INTERMEDIATE,WOMEN,CROSS COLLAR CHOKE,NA,GREENSBORO 2019,2019
103,NO GI,INTERMEDIATE,MEN,D'ARCE,NA,GREENSBORO 2015,2015
298,NO GI,INTERMEDIATE,MEN 30+,D'ARCE,NA,GREENSBORO 2015,2015
333,NO GI,INTERMEDIATE,MEN,D'ARCE,NA,GREENSBORO 2015,2015
160,NO GI,INTERMEDIATE,MEN,D'ARCE,NA,GREENSBORO 2015,2015
169,NO GI,INTERMEDIATE,MEN,D'ARCE,NA,GREENSBORO 2015,2015
49,NO GI,INTERMEDIATE,MEN,D'ARCE,NA,RALEIGH 2016,2016
154,NO GI,INTERMEDIATE,MEN,D'ARCE,NA,RICHMOND 2016,2016
390,NO GI,INTERMEDIATE,MEN 30+,D'ARCE,NA,RALEIGH 2018,2018
557,NO GI,INTERMEDIATE,WOMEN,D'ARCE,NA,VIRGINIA BEACH 2018,2018
216,NO GI,INTERMEDIATE,MEN,D'ARCE,NA,VIRGINIA BEACH 2018,2018
410,NO GI,INTERMEDIATE,MEN,D'ARCE,NA,VIRGINIA BEACH 2018,2018
201,NO GI,INTERMEDIATE,MEN 30+,D'ARCE,NA,GREENSBORO 2018,2018
166,NO GI,INTERMEDIATE,MEN 30+,D'ARCE,NA,GREENSBORO 2018,2018
85,NO GI,INTERMEDIATE,JUVENILE,D'ARCE,NA,RICHMOND 2018,2018
1521,NO GI,INTERMEDIATE,MEN 30+,D'ARCE,NA,RICHMOND 2018,2018
150,NO GI,INTERMEDIATE,MEN,D'ARCE,NA,RICHMOND 2018,2018
59,NO GI,INTERMEDIATE,MEN,D'ARCE,NA,RICHMOND 2018,2018
32,NO GI,INTERMEDIATE,JUVENILE,D'ARCE,NA,VIRGINIA BEACH 2018,2018
98,GI ,INTERMEDIATE,JUVENILE,DQ,NA,VIRGINIA BEACH 2018,2018
494,NO GI,INTERMEDIATE,MEN,DQ,ALL AMERICAN,SUB ONLY VI,2010
179,NO GI,INTERMEDIATE,MEN,DQ,NA,RICHMOND 2014,2014
900,NO GI,INTERMEDIATE,MEN,DQ,NA,RICHMOND 2014,2014
540,NO GI,INTERMEDIATE,MEN,DQ,NA,GREENSBORO 2015,2015
127,NO GI,INTERMEDIATE,MEN,DQ,NA,ORLANDO 2011,2011
,NO GI,INTERMEDIATE,MEN,DQ,NA,VIRGINIA BEACH 2015,2015
518,NO GI,INTERMEDIATE,MEN,DQ,NA,VIRGINIA BEACH 2016,2016
0,GI,INTERMEDIATE,JUVENILE,DQ ,NA,RALEIGH 2017,2017
328,NO GI,INTERMEDIATE,MEN,DQ ,NA,RICHMOND 2018,2018
172,NO GI,INTERMEDIATE,MEN,DQ ,NA,GREENSBORO 2014,2014
218,GI ,INTERMEDIATE,JUVENILE,EZEKIEL CHOKE,NA,GREENSBORO 2018,2018
182,GI ,INTERMEDIATE,JUVENILE,EZEKIEL CHOKE,NA,VIRGINIA BEACH 2018,2018
755,NO GI,INTERMEDIATE,MEN,EZEKIEL CHOKE,BJJ REVOLUTION,SUB ONLY VI,2010
34,NO GI,INTERMEDIATE,MEN,EZEKIEL CHOKE,NA,GREENSBORO 2014,2014
164,NO GI,INTERMEDIATE,MEN,EZEKIEL CHOKE,NA,GREENSBORO 2014,2014
2041,NO GI,INTERMEDIATE,MEN,EZEKIEL CHOKE,NA,RICHMOND 2014,2014
839,NO GI,INTERMEDIATE,WOMEN,EZEKIEL CHOKE,NA,RICHMOND 2015,2015
720,NO GI,INTERMEDIATE,MEN,EZEKIEL CHOKE,NA,RALEIGH 2016,2016
87,NO GI,INTERMEDIATE,MEN,EZEKIEL CHOKE,NA,RICHMOND 2016,2016
241,NO GI,INTERMEDIATE,MEN,EZEKIEL CHOKE,NA,RICHMOND 2016,2016
1179,NO GI,INTERMEDIATE,WOMEN,EZEKIEL CHOKE,NA,VIRGINIA BEACH 2017,2017
3406,NO GI,INTERMEDIATE,MEN 30+,EZEKIEL CHOKE,NA,VIRGINIA BEACH 2017,2017
579,NO GI,INTERMEDIATE,MEN 30+,EZEKIEL CHOKE,NA,GREENSBORO 2019,2019
487,NO GI,INTERMEDIATE,MEN 30+,EZEKIEL CHOKE,NA,GREENSBORO 2019,2019
272,NO GI,INTERMEDIATE,MEN,EZEKIEL CHOKE,NA,CHARLOTTE 2017,2017
598,NO GI ,INTERMEDIATE,MEN,EZEKIEL CHOKE,NA,RALEIGH 2017,2017
31,NO GI,INTERMEDIATE,MEN,FLYING ARMBAR,NA,GREENSBORO 2015,2015
260,NO GI,INTERMEDIATE,MEN,FOOTLOCK,NA,GREENSBORO 2014,2014
,NO GI,INTERMEDIATE,MEN,FORFEIT,BALTIMORE BJJ,PHILLY 2010,2010
,NO GI,INTERMEDIATE,MEN,FORFEIT,DADDIS FIGHT CAMPS,PHILLY 2010,2010
,NO GI,INTERMEDIATE,MEN,FORFEIT,NA,RICHMOND 2015,2015
,NO GI,INTERMEDIATE,MEN,FORFEIT,NA,RICHMOND 2015,2015
,NO GI,INTERMEDIATE,MEN,FORFEIT,NA,RALEIGH 2016,2016
,NO GI,INTERMEDIATE,MEN,FORFEIT,NA,RALEIGH 2016,2016
0,NO GI,INTERMEDIATE,MEN,FORFEIT,NA,RALEIGH 2017,2017
0,NO GI,INTERMEDIATE,MEN,FORFEIT,NA,RALEIGH 2018,2018
24,GI,INTERMEDIATE,JUVENILE,GUILLOTINE,NA,RALEIGH 2017,2017
31,GI ,INTERMEDIATE,JUVENILE,GUILLOTINE,NA,GREENSBORO 2018,2018
108,NO GI,INTERMEDIATE,MEN,GUILLOTINE,NA,VIRGINIA BEACH 2015,2015
140,NO GI,INTERMEDIATE,MEN,GUILLOTINE,RAM,SUB ONLY VI,2010
153,NO GI,INTERMEDIATE,MEN,GUILLOTINE,RAM,SUB ONLY VI,2010
179,NO GI,INTERMEDIATE,MEN,GUILLOTINE,VANGUARD,SUB ONLY VI,2010
192,NO GI,INTERMEDIATE,MEN,GUILLOTINE,RAM,SUB ONLY VI,2010
825,NO GI,INTERMEDIATE,MEN,GUILLOTINE,RAM,SUB ONLY VI,2010
1126,NO GI,INTERMEDIATE,MEN,GUILLOTINE,LIMAA,SUB ONLY VI,2010
1151,NO GI,INTERMEDIATE,MEN,GUILLOTINE,LEO DALLA,SUB ONLY VI,2010
1511,NO GI,INTERMEDIATE,MEN,GUILLOTINE,LIBERTY,SUB ONLY VI,2010
1243,NO GI,INTERMEDIATE,MEN,GUILLOTINE,DELCO BJJ,PHILLY 2010,2010
388,NO GI,INTERMEDIATE,MEN,GUILLOTINE,DADDIS FIGHT CAMPS,PHILLY 2010,2010
968,NO GI,INTERMEDIATE,MEN,GUILLOTINE,NA,RICHMOND 2013,2013
369,NO GI,INTERMEDIATE,MEN 30+,GUILLOTINE,NA,RICHMOND 2013,2013
311,NO GI,INTERMEDIATE,MEN,GUILLOTINE,NA,RICHMOND 2013,2013
240,NO GI,INTERMEDIATE,MEN,GUILLOTINE,NA,RICHMOND 2013,2013
87,NO GI,INTERMEDIATE,MEN,GUILLOTINE,NA,RICHMOND 2013,2013
